qacc	Entry	qlen	slen	length	score	bitscore	evalue	pident	nident	mismatch	positive	gaps	gapopen	Tax_ID	stitle
M01323:399:000000000-B29GY:1:1101:9956:2358	NR_037047	429	1504	429	354	654.0	0.0	94.17200000000001	404	25	404	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_153748	404	1388	404	359	664.0	0.0	96.287	389	15	389	0	0	1888912	Primorskyibacter aestuariivivens strain OITF-36 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_151927	404	1429	404	359	664.0	0.0	96.287	389	15	389	0	0	1569283	Seohaeicola zhoushanensis strain NF48 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_113209	404	1437	404	353	652.0	0.0	95.792	387	17	387	0	0	871651	Poseidonocella pacifica strain KMM 9010 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_115911	404	1294	404	353	652.0	0.0	95.792	387	17	387	0	0	52603	Sagittula stellata strain DSM 11524 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_044437	404	1422	404	353	652.0	0.0	95.792	387	17	387	0	0	481181	Seohaeicola saemankumensis strain SD-15 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_149300	404	1373	404	350	647.0	0.0	95.545	386	18	386	0	0	1673631	Maliponia aquimaris strain MM-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_109594	404	1389	404	350	647.0	0.0	95.545	386	18	386	0	0	1155722	Roseovarius litoreus strain GSW-M15 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_114115	404	1388	404	350	647.0	0.0	95.545	386	18	386	0	0	195913	Loktanella salsilacus strain NBRC 102486 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_115894	404	1306	404	350	647.0	0.0	95.545	386	18	386	0	0	195913	Loktanella salsilacus strain LMG21507 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15646:2388	NR_041390	404	1394	404	350	647.0	0.0	95.545	386	18	386	0	0	366533	Loktanella atrilutea strain IG8 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_044837	429	1462	429	417	771.0	0.0	99.068	425	4	425	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_114188	429	1461	429	417	771.0	0.0	99.068	425	4	425	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_025654	429	1506	429	417	771.0	0.0	99.068	425	4	425	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_025509	429	1505	429	417	771.0	0.0	99.068	425	4	425	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_114436	429	1458	429	417	771.0	0.0	99.068	425	4	425	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_028722	429	1494	429	417	771.0	0.0	99.068	425	4	425	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_026222	429	1436	429	417	771.0	0.0	99.068	425	4	425	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_114191	429	1393	426	414	765.0	0.0	99.061	422	4	422	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_114187	429	1459	426	414	765.0	0.0	99.061	422	4	422	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11129:2494	NR_114186	429	1461	426	414	765.0	0.0	99.061	422	4	422	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_109065	429	1429	429	405	749.0	0.0	98.135	421	8	421	0	0	889488	Zhongshania borealis strain CL-AS9 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_108452	429	1501	429	402	743.0	0.0	97.902	420	9	420	0	0	641783	Zhongshania guokunii strain ZS6-22 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_108450	429	1501	429	402	743.0	0.0	97.902	420	9	420	0	0	641702	Zhongshania antarctica strain ZS5-23 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_126306	429	1403	429	399	737.0	0.0	97.669	419	10	419	0	0	1470434	Zhongshania aliphaticivorans strain SM-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_118015	429	1495	430	354	654.0	0.0	94.186	405	23	405	2	2	354246	Spongiibacter marinus strain DSM 17750 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_042454	429	1452	430	354	654.0	0.0	94.186	405	23	405	2	2	354246	Spongiibacter marinus strain HAL40b 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_118016	429	1495	429	348	643.0	0.0	93.706	402	27	402	0	0	1122224	Spongiibacter marinus DSM 19753 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_042990	429	1470	429	348	643.0	0.0	93.706	402	27	402	0	0	354246	Spongiibacter marinus strain 5IX/A01/131 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_118017	429	1497	430	330	610.0	1.9899999999999995e-174	92.32600000000001	397	31	397	2	2	454602	Spongiibacter tropicus strain DSM 19543 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:15077:2506	NR_116117	429	1406	430	330	610.0	1.9899999999999995e-174	92.32600000000001	397	31	397	2	2	454602	Spongiibacter tropicus strain CL-CB221 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_043547	404	1400	404	404	747.0	0.0	100.0	404	0	404	0	0	335975	Sulfitobacter litoralis strain Iso 3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_125460	404	1321	404	386	713.0	0.0	98.515	398	6	398	0	0	1246864	Sulfitobacter porphyrae strain SCM-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_115917	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_115898	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	225422	Sulfitobacter indolifex strain DSM 14862 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_025691	404	1430	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_134206	404	1411	404	380	702.0	0.0	98.02	396	8	396	0	0	1342301	Sulfitobacter noctilucicola strain NB-77 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_134204	404	1413	404	380	702.0	0.0	98.02	396	8	396	0	0	1342299	Sulfitobacter geojensis strain MM-124 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_102909	404	1452	404	380	702.0	0.0	98.02	396	8	396	0	0	375451	Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_136874	404	1321	404	380	702.0	0.0	98.02	396	8	396	0	0	1499314	Sulfitobacter pacificus strain SCM2-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24532:2523	NR_115907	404	1307	404	380	702.0	0.0	98.02	396	8	396	0	0	2434	Roseobacter denitrificans strain NBRC15277 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_043547	404	1400	404	404	747.0	0.0	100.0	404	0	404	0	0	335975	Sulfitobacter litoralis strain Iso 3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_125460	404	1321	404	386	713.0	0.0	98.515	398	6	398	0	0	1246864	Sulfitobacter porphyrae strain SCM-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_115917	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_115898	404	1307	404	386	713.0	0.0	98.515	398	6	398	0	0	225422	Sulfitobacter indolifex strain DSM 14862 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_025691	404	1430	404	386	713.0	0.0	98.515	398	6	398	0	0	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_134206	404	1411	404	380	702.0	0.0	98.02	396	8	396	0	0	1342301	Sulfitobacter noctilucicola strain NB-77 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_134204	404	1413	404	380	702.0	0.0	98.02	396	8	396	0	0	1342299	Sulfitobacter geojensis strain MM-124 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_102909	404	1452	404	380	702.0	0.0	98.02	396	8	396	0	0	375451	Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_136874	404	1321	404	380	702.0	0.0	98.02	396	8	396	0	0	1499314	Sulfitobacter pacificus strain SCM2-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24517:2534	NR_115907	404	1307	404	380	702.0	0.0	98.02	396	8	396	0	0	2434	Roseobacter denitrificans strain NBRC15277 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_026315	404	1462	407	146	270.0	3.589999999999999e-72	78.87	321	80	321	6	6	46206	Pseudobutyrivibrio ruminis strain DSM 9787 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_118670	404	1481	405	145	268.0	1.2899999999999999e-71	78.51899999999999	318	81	318	6	6	39496	Eubacterium ventriosum strain ATCC 27560 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_074634	404	1521	407	143	265.0	1.67e-70	78.624	320	81	320	6	6	515619	[Eubacterium] rectale ATCC 33656 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_112553	404	1493	408	143	265.0	1.67e-70	78.676	321	80	321	7	7	342942	[Clostridium] glycyrrhizinilyticum strain ZM35 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_044049	404	1440	407	140	259.0	7.78e-69	78.378	319	82	319	6	6	33043	Coprococcus eutactus strain ATCC 27759 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_028827	404	1456	410	135	250.0	4.6799999999999993e-66	78.04899999999999	320	81	320	9	9	626523	Shuttleworthia satelles DSM 14600 strain VPI D143K-13 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_042007	404	1454	409	135	250.0	4.6799999999999993e-66	77.995	319	82	319	8	8	622312	Roseburia inulinivorans DSM 16841 strain A2-194 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_116747	404	1404	407	134	248.0	1.6799999999999998e-65	77.887	317	84	317	6	6	1298596	Ruminococcus faecis JCM 15917 strain Eg2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_144735	404	1496	407	131	243.0	7.839999999999998e-64	77.641	316	85	316	6	6	1745713	Bariatricus massiliensis strain AT12 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:24028:2582	NR_042832	404	1456	408	131	243.0	7.839999999999998e-64	77.696	317	84	317	7	7	301302	Roseburia faecis strain M72/1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_037047	429	1504	429	411	760.0	0.0	98.601	423	6	423	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_114405	429	1501	429	408	754.0	0.0	98.368	422	7	422	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_025957	429	1467	430	403	745.0	0.0	97.90700000000001	421	7	421	2	2	37450	Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_159353	429	1510	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	1982103	Colwellia echini strain A3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_024805	429	1474	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	211668	Colwellia piezophila strain Y223G 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_024635	429	1514	430	393	726.0	0.0	97.209	418	10	418	2	2	77524	Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_026055	429	1486	430	391	723.0	0.0	96.977	417	10	417	3	3	89403	Colwellia psychrotropica strain ACAM 179 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_156847	429	1423	432	381	704.0	0.0	96.296	416	10	416	6	6	1513592	Colwellia marinimaniae strain MTCD1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_116385	429	1507	429	378	699.0	0.0	96.037	412	17	412	0	0	517723	Colwellia asteriadis strain KMD 002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10997:2630	NR_104941	429	1448	429	372	688.0	0.0	95.571	410	19	410	0	0	89402	Colwellia hornerae strain IC035 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_118478	424	1256	424	382	706.0	0.0	96.698	410	14	410	0	0	29536	Flavobacterium succinicans strain DSM 4002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_113693	424	1439	424	382	706.0	0.0	96.698	410	14	410	0	0	29536	Flavobacterium succinicans strain NBRC 14905 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_042498	424	1501	424	382	706.0	0.0	96.698	410	14	410	0	0	29536	Flavobacterium succinicans strain 8 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_157621	424	1440	425	379	701.0	0.0	96.471	410	13	410	2	2	1306518	Flavobacterium keumense strain K3R-10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_043481	424	1408	426	376	695.0	0.0	96.244	410	12	410	4	4	329186	Flavobacterium saliperosum strain AS 1.3801 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_163630	424	1440	424	373	689.0	0.0	95.991	407	17	407	0	0	1862387	Flavobacterium fluviatile strain TAPY14 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_134036	424	1402	424	373	689.0	0.0	95.991	407	17	407	0	0	1237076	Flavobacterium oryzae strain Jyi-05 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_114272	424	1441	426	370	684.0	0.0	95.775	408	14	408	4	4	1341154	Flavobacterium cauense R2A-7 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_133746	424	1459	424	370	684.0	0.0	95.755	406	18	406	0	0	1114874	Flavobacterium piscis strain 412R-09 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:19081:2652	NR_112839	424	1439	424	370	684.0	0.0	95.755	406	18	406	0	0	29534	Flavobacterium saccharophilum strain NBRC 15944 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_114191	429	1393	429	429	793.0	0.0	100.0	429	0	429	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_114187	429	1459	429	429	793.0	0.0	100.0	429	0	429	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_114186	429	1461	429	429	793.0	0.0	100.0	429	0	429	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_114052	429	1461	429	429	793.0	0.0	100.0	429	0	429	0	0	228	Pseudoalteromonas haloplanktis strain NBRC 102225 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_113605	429	1461	429	429	793.0	0.0	100.0	429	0	429	0	0	227	Pseudoalteromonas carrageenovora strain NBRC 12985 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_126232	429	1439	429	429	793.0	0.0	100.0	429	0	429	0	0	1081601	Pseudoalteromonas hodoensis strain H7 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_025139	429	1446	429	429	793.0	0.0	100.0	429	0	429	0	0	152297	Pseudoalteromonas issachenkonii strain KMM 3549 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_041787	429	1464	429	429	793.0	0.0	100.0	429	0	429	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain IAM 14160 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_114547	429	1491	429	429	793.0	0.0	100.0	429	0	429	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain KMM 458 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8067:2658	NR_044867	429	1428	429	429	793.0	0.0	100.0	429	0	429	0	0	43660	Pseudoalteromonas undina strain NCIMB 2128 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_043547	404	1400	404	401	741.0	0.0	99.75200000000001	403	1	403	0	0	335975	Sulfitobacter litoralis strain Iso 3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_115917	404	1307	405	386	713.0	0.0	98.51899999999999	399	4	399	2	2	218673	Sulfitobacter dubius strain LMG20555 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_115898	404	1307	405	386	713.0	0.0	98.51899999999999	399	4	399	2	2	225422	Sulfitobacter indolifex strain DSM 14862 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_025691	404	1430	405	386	713.0	0.0	98.51899999999999	399	4	399	2	2	218673	Sulfitobacter dubius strain KMM 3554 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_125460	404	1321	404	383	708.0	0.0	98.26700000000001	397	7	397	0	0	1246864	Sulfitobacter porphyrae strain SCM-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_043936	404	1420	405	380	702.0	0.0	98.025	397	6	397	2	2	394264	Sulfitobacter marinus strain SW-265 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_027563	404	1379	405	380	702.0	0.0	98.025	397	6	397	2	2	225422	Sulfitobacter indolifex strain Hel-45 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_134206	404	1411	404	377	697.0	0.0	97.772	395	9	395	0	0	1342301	Sulfitobacter noctilucicola strain NB-77 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_134204	404	1413	404	377	697.0	0.0	97.772	395	9	395	0	0	1342299	Sulfitobacter geojensis strain MM-124 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14206:2754	NR_102909	404	1452	404	377	697.0	0.0	97.772	395	9	395	0	0	375451	Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11139:2782	NR_108534	429	1418	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	651666	Neptuniibacter halophilus strain antisso-13 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11139:2782	NR_042749	429	1540	429	378	699.0	0.0	96.037	412	17	412	0	0	207954	Neptuniibacter caesariensis strain MED92 16S ribosomal RNA, complete sequence
M01323:399:000000000-B29GY:1:1101:11139:2782	NR_158126	429	1472	429	369	682.0	0.0	95.338	409	20	409	0	0	2036029	Pontibacterium granulatum strain A-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:11139:2782	NR_117449	429	1349	429	363	671.0	0.0	94.87200000000001	407	22	407	0	0	693965	Marinobacterium coralli strain R-40509 16S ribosomal RNA, partial sequence
